ending	size	none	gzip	bzip2	lzma	snappy	deflate	lz4	lz4hc	pfor
AVI	102400	2196	12174699	33863867	27111002	195794	5462091	387562	3318975	2101396
AVI	102400	2196	6033003	29952388	25702752	192500	5648369	532120	3694826	2326100
AVI	102400	2196	5328879	27108074	29150914	186278	5051840	398541	3214674	2030397
AVI	102400	2562	5256782	31719653	40688462	794519	5033541	385731	3583937	2110179
AVI	102400	2562	5542239	32247747	25758380	194330	5123204	402567	4531431	2027836
AVI	102400	2928	5082947	26618407	26060304	177129	5983963	405860	3393267	2256932
AVI	102400	2562	5074896	30287249	40756898	172372	7205569	425256	3100126	2135797
AVI	102400	2196	8259194	27506249	26772115	4828598	5202253	393783	13229423	2831138
AVI	102400	2195	5158703	40852782	34741461	282162	5053670	424158	3306166	2907626
AVI	102400	2196	5168218	25041080	26883369	180789	5062086	393783	3661522	2409176
AVI	102400	2562	6176463	24928727	25635415	182618	5313507	389757	3149531	1970379
AVI	102400	2196	5055865	30139764	25270543	205309	5422566	445385	3686774	2687679
AVI	102400	2562	7388920	25524160	34991052	252153	5110394	409886	9572292	8283348
AVI	102400	2561	5534553	25824620	26309895	180789	5184687	416107	3564175	1999290
AVI	102400	2562	5119177	24519208	26350152	182619	5171877	370727	3262250	2235340
AVI	102400	4026	5759624	23450577	37940764	289848	5263370	502110	8189294	1980260
AVI	102400	2562	6158897	24648761	32374372	331202	6839966	425623	4107273	2108715
AVI	102400	2562	5135647	24681699	24471632	220313	22309852	451606	10064154	2048696
AVI	102400	2928	5073066	25339711	27816957	179691	5402805	467343	3293357	2702683
AVI	102400	2928	5125033	24948856	25234678	199819	5411222	397443	3219432	2053820
AVI	102400	2195	5451844	37596753	26107149	180789	5167852	459292	3317877	2159219
AVI	102400	3294	19470663	24231190	53196925	169078	4979378	394514	3144042	7774285
AVI	102400	2562	5748279	26504225	31813342	182984	5119178	408421	3427302	2087123
AVI	102400	2196	5079287	26547044	25741545	190670	5320095	382804	5148455	2155924
AVI	102400	4026	15740337	25560390	44064894	323517	5259344	380608	4782853	2377336
AVI	102400	2562	6217818	24442721	34423799	209335	5631901	411715	3578448	2299018
AVI	102400	2562	5096122	34107968	25280790	174202	7316091	449776	3258224	12283392
AVI	102400	2196	5200057	26310993	28189879	175300	5231164	448312	3531604	2127380
AVI	102400	5856	5050010	25476949	27840745	269354	5163095	460389	3335810	2035521
AVI	102400	2562	6162556	24639978	33384447	199087	9932039	582257	3598942	3170026
AVI	102400	2196	13644432	25371916	38072513	196892	4983403	401103	3416323	2002217
AVI	102400	3294	5497590	31764301	27171387	176032	5155409	381706	3256394	2211553
AVI	102400	2196	5072699	24298529	27063426	198721	5206279	383902	3523918	2645592
AVI	102400	2195	5132353	27241653	35354826	281796	5799881	413911	3392169	2187764
AVI	102400	3294	5388531	31849938	34291685	1142922	6671985	542366	8893785	2026738
AVI	102400	2562	5166022	38571695	26368450	178227	6350298	447946	3222725	2042108
AVI	102400	2562	5125400	27773041	27715218	183717	5099049	402200	3438647	1999656
AVI	102400	6587	5380114	24495786	27968468	190670	5405000	378778	9713556	2300849
AVI	102400	3660	5598598	43673673	33742731	191402	5347176	421963	3193448	2080901
AVI	102400	2562	5152847	25807420	32439149	200917	5475632	383902	12871504	7993134
AVI	102400	2561	5556145	24316827	27294719	187742	5574078	380242	3153557	1994166
AVI	102400	4026	5227871	24524332	29027583	173103	5020001	402932	3649445	2035887
AVI	102400	3660	6190736	25022782	28248801	182253	5207010	407324	3867929	2054552
AVI	102400	2196	5286791	24723052	36048703	187010	5171878	386463	3209916	2050525
AVI	102400	2196	6138036	29714141	24797711	183351	17225806	412448	3239926	2246319
AVI	102400	4392	5511496	28741029	24410881	175665	5136744	418669	3335810	1963059
AVI	102400	3660	5238118	25004483	25889763	261668	5059159	376949	3174051	2163976
AVI	102400	2928	5283498	31476284	23663938	188474	5541141	546026	3537825	2212650
AVI	102400	3293	16488013	24732568	44154922	176763	5671060	361211	3201499	2223629
AVI	102400	2562	5180661	32588830	29253387	185181	5142600	368165	3223823	2017588
AVI	102400	2562	5250560	24333661	26735152	174567	5021098	372557	3210282	2122987
AVI	102400	6222	12538472	24990942	39893211	219215	5214329	383170	4822376	2158486
AVI	102400	5489	5230799	23831185	31415899	466976	5254221	444653	9559848	2068824
AVI	102400	3660	5258978	36084934	26937166	200185	5092828	373289	3135259	2074680
AVI	102400	2928	5111127	35739459	25115371	193232	5272519	394881	3169660	2273035
AVI	102400	2196	6059353	26098365	25894886	176397	5402072	374387	3151362	2117132
AVI	102400	3659	7037955	24781608	42460485	234221	9120685	398175	17863691	3227117
AVI	102400	2562	5199325	25005215	36737823	190304	5056963	409519	3220164	2085658
AVI	102400	2562	6411782	30405823	26052253	170175	5169681	440261	3362159	2102859
AVI	102400	2561	6361278	24168976	27676059	170542	4952662	408422	3258956	2215212
AVI	102400	8418	6372256	24772093	28817151	297899	5144796	415375	5384505	2298287
AVI	102400	5489	5136744	28622821	32449030	182619	9668908	404030	9670372	2144946
AVI	102400	2562	5223846	24466142	25392411	172372	5127229	603117	3166732	9645119
AVI	102400	2562	5041958	26219135	33744195	168346	5074529	789396	3885862	2048330
AVI	102400	5856	5961273	36182282	28816419	174934	5205913	406958	3561612	2058577
AVI	102400	2928	9004308	25136964	32799262	176031	5040494	516016	3261518	2015027
AVI	102400	2195	5152115	24958371	34603491	165784	10500390	366335	14943622	3677991
AVI	102400	2928	5207743	25260296	28424466	180423	5539676	403298	3521722	2025274
AVI	102400	5489	5529064	30700063	40557810	328274	5110028	415009	5815983	2221067
AVI	102400	2561	5402072	24389289	28474970	207139	5080385	1148412	3681285	2579352
AVI	102400	2561	5052938	24992040	33322598	177129	5129425	353160	3256394	2242293
AVI	102400	2195	5036103	24668889	27801586	166516	5735471	450508	3505985	2049794
AVI	102400	3659	5270323	24847116	29818443	197258	13318719	371825	3885861	2214480
AVI	102400	2562	5360352	24589474	25026075	187376	4985965	369995	3201865	2267545
AVI	102400	2196	5103807	26157286	24669621	245566	5830256	8249313	3684944	2279622
AVI	102400	3660	13099137	34786841	42780341	173835	5630803	372922	3414493	2467365
AVI	102400	2562	5140404	24698167	28093630	184082	5096122	970184	3133062	2026738
AVI	102400	2196	5065014	33881067	26472751	199453	4990357	399639	3459141	2098833
AVI	102400	4025	16621957	24403196	34932497	180057	5111493	398175	3401318	1996729
AVI	102400	3294	14768689	25019122	33134490	180789	5924676	379876	3318609	2357574
AVI	102400	2561	5347543	24615824	25682258	180423	5170780	434406	3194180	1992337
AVI	102400	2562	5081483	31349292	24726347	172737	5429154	446848	3231875	2208625
AVI	102400	5855	5208475	36655481	24890300	170541	5308750	522604	3210648	2051623
AVI	102400	3660	5153213	24812349	40345183	184083	5065746	438797	10141374	10972856
AVI	102400	2196	5114054	30295300	35181722	180057	5664106	365603	3320073	2047598
AVI	102400	2562	5427690	26668546	33430193	177861	5287524	392685	3388510	2051623
AVI	102400	2562	5818179	30558433	24916284	186279	4921554	419035	3283110	1968549
AVI	102400	11711	5800613	24282425	27016216	199819	5125399	392685	3290430	2313292
AVI	102400	2561	5125766	25201008	25067430	230561	5164924	375850	3132697	2036618
AVI	102400	2562	5123203	25702386	31898246	213726	6057157	378047	9443470	2120060
AVI	102400	3660	5695214	28866556	30539402	271549	5131987	501012	3511841	10157842
AVI	102400	2927	6049472	25856093	27818787	207139	4997676	436236	3187958	8628457
AVI	102400	2196	14195215	27494904	26571563	170907	5060989	513454	3907819	1987213
AVI	102400	3660	12468207	24734032	32815731	319492	5024758	386463	3621998	1982821
AVI	102400	3659	11257214	25148675	34739265	175665	9167530	351330	3204061	3236266
AVI	102400	2195	5171511	26716853	25746303	181521	5101611	367434	3172222	8917938
AVI	102400	2196	5317899	24267421	31425413	245565	5550656	400004	3745329	2031495
AVI	102400	6588	5427690	24155069	31588270	290580	5099416	366701	3372772	2591794
AVI	102400	6221	5183589	24480049	32659462	184449	4958517	389757	8565876	2086025
AVI	102400	2196	5456236	24504569	24586912	171273	5126498	449410	3200401	2193619
AVI	102400	2196	5151017	25321413	24513719	173103	5122106	548954	3746793	8395334
AVI	102400	5123	5186516	24788195	25465971	198356	5209573	378412	3121718	2015393
AVI	102400	2196	5870879	24791123	23962568	214092	7094314	379876	4525575	2118962
AVI	102400	2195	12440027	25571370	39691195	176031	8169898	363407	3643590	2026738
AVI	102400	5856	5256050	27205788	28665273	191402	5930531	557737	3129769	5206645
AVI	102400	2562	5177733	35964896	43257566	177862	5208840	431844	3101590	1986481
AVI	102400	2196	5562001	24771727	25108052	295337	5278374	368531	4707462	2817597
AVI	102400	2928	5279838	24246561	35153543	191036	10434150	374386	10821345	2035155
AVI	102400	2562	5608845	24498347	26733322	396345	5119544	511625	4396023	2085293
AVI	102400	3293	5108931	28025193	24762944	175665	6976472	374021	3172953	2376604
AVI	102400	4391	5400242	26436521	26401022	175665	5885883	408422	3480733	2128111
AVI	102400	5856	5655689	24389289	33347118	234952	5141502	459292	3235534	2078339
AVI	102400	2196	5522842	36889335	38375536	6216720	5107466	410251	3463167	1978795
AVI	102400	2562	5125033	26394434	28443862	233855	5290817	379876	3108177	1996362
AVI	102400	2196	5389995	25282620	27723635	195794	5187615	480518	3339104	2260958
AVI	102400	6953	5429520	30507562	26716121	188109	5330342	374020	3323733	2145312
AVI	102400	2196	5111127	30877192	25145748	187011	5721929	401468	3336542	2160682
AVI	102400	2195	5436107	38579014	30820100	180788	5153579	401102	9037611	2102860
AVI	102400	5855	5040860	25459383	24678770	167980	5056963	391953	3408637	2250711
AVI	102400	5856	5101245	24357450	28225379	166516	4989258	423793	3243586	2547878
AVI	102400	2196	5226041	25513546	29242407	193598	5787072	382072	9564607	2102860
AVI	102400	2196	5476729	24854070	32551136	182253	4996944	367068	11118878	9242553
AVI	102400	4026	12286320	24565686	34535420	182985	5289354	408788	3392169	2184836
AVI	102400	2561	5794757	25675670	26020414	170175	5234458	352795	3125378	1994167
AVI	102400	2195	5134549	32483065	26167533	167979	5190542	374020	3410834	2094442
AVI	102400	5123	5779752	34218125	29912130	315466	5128693	371825	3824013	2092246
AVI	102400	2196	5309116	26083727	32694229	186644	5565660	524068	3556855	2084927
AVI	102400	2562	5308750	34691323	26081531	1449971	5138208	445385	3309460	2009903
AVI	102400	4026	5362181	31889463	28106072	404762	5162729	368531	4604259	2155925
AVI	102400	5489	5341687	24978866	25912087	170175	5474168	379510	3323733	2099199
AVI	102400	2562	5200789	24420030	24753795	183717	5150652	369629	3259689	1999290
AVI	102400	1830	11436173	26384553	32920764	169444	5206278	394881	3173685	2044304
AVI	102400	4758	5048180	24962031	26294891	184448	5336563	427818	3112934	2088586
AVI	102400	2562	5021464	30581488	51433685	201650	13605639	473198	3358866	1982090
AVI	102400	2196	5191274	26098731	26684648	178227	5408293	407324	3625291	2049794
AVI	102400	2195	5400974	25333856	37510384	171274	5200423	392319	3838652	2061870
AVI	102400	3294	5610674	31086892	25144649	184082	5839405	449410	3115862	2857122
AVI	102400	2196	5133817	25447306	24517744	189939	5170413	343280	3538557	2363429
AVI	102400	1830	5311312	30421926	31138493	172371	5582129	378412	3321171	2176053
AVI	102400	2928	5116250	25671645	28737736	179691	5235922	387928	3511109	1980992
AVI	102400	2562	6774090	25084996	28240018	207870	5174440	623246	3472316	2001852
AVI	102400	2195	5030980	24902378	25172097	180423	5228602	395246	3858779	1971110
AVI	102400	3659	5198593	31370884	33896438	191767	4989990	386830	3346789	2137992
AVI	102400	2195	5053303	24345373	34599465	177861	5608844	371459	11117048	2443942
AVI	102400	2196	7779042	31559358	28907545	169078	5178831	417937	3396561	2204965
AVI	102400	3294	5918089	45606722	30166114	214824	7996063	432942	3146238	2102127
AVI	102400	3660	5237386	33514732	34535420	176763	5665936	543098	3220895	2015759
AVI	102400	2195	5317167	24302554	45596109	1770559	5181027	468807	14287806	2011001
AVI	102400	2561	8579783	24541532	25817300	192500	5102343	379510	15659824	2110544
AVI	102400	2196	5080751	24564954	24715733	173835	5065747	379876	3249441	7809051
AVI	102400	4757	5765113	25891959	25439987	172372	5717904	394881	3174051	2115669
AVI	102400	2195	5061721	24536043	24843090	192134	5308018	425256	3638832	2067360
AVI	102400	2196	5062087	25202473	32010599	166882	5190542	419034	3221261	2177517
AVI	102400	3294	5783412	25471826	27132229	238978	5512961	370361	3373139	8268710
AVI	102400	5855	6033735	24584716	39586162	175299	5594206	363041	3133429	2032227
AVI	102400	1830	5121740	24905305	26368085	193232	14871161	404396	3447064	2315121
AVI	102400	2928	5630803	25035591	27517594	178593	5045618	412448	3125011	2086391
AVI	102400	4391	5443793	28119980	37149538	188840	5204449	390855	12062347	3272131
AVI	102400	2561	5734738	33053245	37118431	195794	5396583	368531	3242854	2385021
AVI	102400	2196	5013413	24543362	25326902	174567	5215794	353527	16576211	2128844
AVI	102400	2196	5052205	31182410	26063598	165418	5202985	445385	3476342	1982089
AVI	102400	4026	5204083	25932947	29282663	180057	5172243	381339	3349717	2183739
AVI	102400	2562	5287524	24415638	25496346	177861	5387433	520775	3508181	2294262
AVI	102400	2196	5274715	24586180	31959728	190304	5164192	418669	3351180	1996728
AVI	102400	3659	10672762	26364059	41389659	193598	5413052	374021	3939659	7513715
AVI	102400	2195	5304724	26242923	26588764	173835	5459164	426720	5331440	2162147
AVI	102400	2196	5137476	24541166	25336783	172738	5279106	399272	3142212	2052356
AVI	102400	4758	12257042	33395426	36611564	417571	5922846	381340	5234459	2071386
AVI	102400	5123	6181587	25603941	38197675	193964	5221283	445019	15270799	2075045
AVI	102400	2196	5153945	24389289	25125619	188108	6320655	386830	3238462	6931824
AVI	102400	2195	5237386	26046031	24929459	165418	5217257	382072	3138552	2058211
AVI	102400	4025	5324853	31212419	26246217	182253	5111126	367433	3302506	2342935
AVI	102400	2928	5364378	25658104	25238338	210066	5930897	349500	3614312	2844679
AVI	102400	2196	5066113	31378935	32973098	168712	5507106	389757	8836693	2158121
AVI	102400	4026	6940607	25591498	26987304	201283	5196764	379144	3285672	2067361
AVI	102400	2562	5318997	26163508	35128290	228730	5202253	484544	3501228	8148305
AVI	102400	2196	7610696	24236314	33221590	178593	5383042	376217	3202231	2167636
AVI	102400	2562	5043788	24425886	38063364	173470	5119910	587381	3047060	1952812
AVI	102400	3660	5143332	32310327	25409611	186278	5107466	368531	3442673	2279256
AVI	102400	3660	5130889	26302211	25022782	178593	5592010	368897	3179175	1998924
AVI	102400	6222	5928336	26525085	26837989	174568	5129059	538341	3997848	2046866
AVI	102400	2927	5206644	31496777	25004849	172371	4993284	386829	3132697	2001486
AVI	102400	1830	5430251	24325976	26501664	769633	10727291	477223	3273595	2052722
AVI	102400	6954	5108199	24973741	26282082	205309	5262637	372923	3247611	2435160
AVI	102400	2561	5219454	24518476	31957533	196160	5084411	413545	3248343	2058943
AVI	102400	2196	5111492	25222601	25466703	169809	5164192	376216	3601138	2254737
AVI	102400	3293	15497334	26299648	39176642	174567	5189078	365237	3514403	2396732
AVI	102400	2928	6427518	31900075	27044396	183351	5072334	381706	4162901	2079438
AVI	102400	2196	7298891	27520888	28536818	243736	5325219	382438	3224555	8808148
AVI	102400	5124	18197455	26169364	34921152	223973	5164924	385365	3453285	2399660
AVI	102400	3294	6105465	24659008	33053977	1109619	5458066	394149	11684666	2101030
AVI	102400	3660	5137842	25851702	26466531	171639	10761326	447946	3449626	3192350
AVI	102400	2196	5394387	26090314	24302554	191035	5675818	366336	3381556	2012099
AVI	102400	2196	5249463	24939341	26326730	194695	11348707	390855	3966375	2618144
AVI	102400	5489	5125765	25577591	33479233	178593	5004996	411716	3565272	2980819
AVI	102400	2195	5319363	26917770	28618429	192866	5099049	412082	3568567	2015027
AVI	102400	2196	5054767	24468705	25345933	166882	5095756	402567	3501228	2000754
AVI	102400	3293	12508097	24634122	43570469	185913	5101977	376949	3159779	1949884
AVI	102400	2561	6809589	32309962	27360227	172737	5120276	428550	3085121	2001852
AVI	102400	2562	5481488	30896954	25090486	173470	5587984	417205	7896519	3012293
AVI	102400	3660	12601053	24410515	34419042	290946	5264468	400005	4692458	2374408
AVI	102400	2195	5236288	28872412	38059704	285090	5517352	471734	3385582	2631319
AVI	102400	2196	5207011	34102113	26670009	171274	5236288	387562	13090355	2354647
AVI	102400	2196	5145161	25835599	30075719	177495	4996578	395247	3475976	2188862
AVI	102400	3660	5070870	24110787	28989156	230560	5324487	394515	3535629	8713727
AVI	102400	2562	6515351	24626437	25692139	182985	5034273	383536	3208452	1980626
AVI	102400	2196	5881858	25078043	31682690	382804	5915161	378778	3432426	1978064
AVI	102400	5123	5107467	24647297	25293965	170541	5099782	367067	3360330	2317683
AVI	102400	4757	18020692	26500566	45597207	178227	5114054	517114	4510571	2022346
AVI	102400	2196	14830538	31808949	28221719	168712	5238118	412447	3317511	2103225
AVI	102400	2561	5374624	30770329	26720147	178227	5163826	412447	3267008	2156657
AVI	102400	2196	6437399	24902744	41907871	187376	5281303	402567	3347886	2349156
AVI	102400	3659	5957248	28812393	34105406	177861	9028827	400004	3124279	3267374
AVI	102400	2196	5328147	25587472	25732762	184083	5136012	397442	9346122	1986115
AVI	102400	2196	5337295	24318291	24314997	194330	5106369	380974	3525382	10680813
